Omni Los Angeles Hotel at California Plaza		2012-01-17	5	Proximity to the Disney Concert Hall was great! Clean and helpful staff. Lounge was wonderful with a great piano/jazz singer!   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-01-04	4	I absolutely loved staying at the Omni on my last visit to LA. The downtown LA location is convenient to the freeways, ktown, and about 30 minutes from all other areas of LA. -newline-  -newline- The rooms were very roomy and the amenities were fantastic. The service was also seamless. -newline-  -newline- Would definitely stay here again!	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-12-31	4	Very friendly and helpful staff! The kingsize bed was so comfortable! The hotel was a convenient distance from many attractions. We would definitely stay here again!   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-12-27	4	Omni hotel was great. -newline- When we first arrived to the hotel, my family and i knew it was going to be a great stay. Staff was extremely friendly and accommodating. -newline- Once we got into the room, everything was so clean. -newline- Parking is $20 per night, but we figured, it was worth it at this hotel. -newline- Will definitely be back at this hotel.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-09-01	5	it was good located ( with a car). we enjoyed our stay so we extended and didn't even have to switch rooms. -newline- we went to santa monica and venice beach, to downtown Los Angeles, Beverly Hills and Hollywood.Everything was within 30 min distance by car.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-08-11	5	the staff was so courteous and accommodating, not to mention the hotel was beautiful. i will most definitely check in at the omni LA hotel again.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-08-05	5	We took a road trip for our honeymoon and decided to go to Los Angeles. Our hotel room was amazing! The staff was very friendly we mentioned we were on our honeymoon and they gave us drink vouchers for the hotel restaurant. We decided later to stay another night and we arrived to our room and  had champagne and chocolate covered strawberries and a card from the hotel congratulating us on our marriage! We would definitely stay here again!	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-07-25	5	Great location and festive environment with the summer concert series. -newline-  -newline- The bed was amazing. -newline-  -newline- Service was fast and efficient - front dest, valet, room service and bar.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-07-24	5	Omni Downtown LA is just great. Quick valet parking. Great restaurants in house, with amazing breakfast buffet. I could go on, but essentially the conclusion is that the hotel experience at Omni was great. Highly recommended!   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2011-07-10	5	Nice room and huge bathroom with separated tub and shower. Frontdesk was very helpful with transportation and directions. I miss my hotel  room. Will come back :)   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
